NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	171	0.68066216	3.9369314	0.0	0.0	0.0	2229	tags=65%, list=16%, signal=76%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	86	0.68634325	3.4879146	0.0	0.0	0.0	2229	tags=67%, list=16%, signal=80%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	137	0.5518931	3.0108879	0.0	0.0	0.0	1140	tags=40%, list=8%, signal=43%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	133	0.5017684	2.7644386	0.0	0.0	0.0	2079	tags=47%, list=15%, signal=54%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	141	0.45516858	2.495212	0.0	0.0	0.0	2028	tags=41%, list=15%, signal=48%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	65	0.4974077	2.3535187	0.0	0.0	0.0	2169	tags=46%, list=16%, signal=54%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	0.33180675	1.8248838	0.0	0.0035095185	0.005	1935	tags=28%, list=14%, signal=32%	
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	Details ...	44	0.41238263	1.8189018	0.0	0.0030708287	0.005	2518	tags=50%, list=18%, signal=61%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	175	0.31126794	1.7813127	0.0	0.0027296254	0.005	2079	tags=31%, list=15%, signal=36%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	170	0.29423007	1.735977	0.0	0.0029428634	0.006	1158	tags=21%, list=8%, signal=23%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	166	0.3097439	1.7353098	0.0	0.0026753303	0.006	2427	tags=34%, list=17%, signal=40%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	142	0.32418567	1.7336673	0.0	0.0031614287	0.007	2398	tags=32%, list=17%, signal=39%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	90	0.32326752	1.7309954	0.0	0.0029182418	0.007	2987	tags=41%, list=21%, signal=52%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	68	0.34058064	1.6789424	0.0	0.006214492	0.014	1844	tags=31%, list=13%, signal=35%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	126	0.31224856	1.6696295	0.0	0.0058001922	0.014	2337	tags=33%, list=17%, signal=40%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	81	0.32228556	1.5865393	0.00952381	0.012935879	0.029	2814	tags=40%, list=20%, signal=49%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	158	0.27739584	1.5827012	0.0	0.013175945	0.031	2251	tags=31%, list=16%, signal=37%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	133	0.27691495	1.5147932	0.0	0.021432718	0.058	1246	tags=20%, list=9%, signal=22%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	177	0.26886865	1.494876	0.0	0.026099999	0.076	2316	tags=32%, list=17%, signal=38%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	196	0.25417864	1.4585537	0.0	0.035431985	0.102	2114	tags=27%, list=15%, signal=31%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	86	0.27834862	1.4247949	0.0	0.046466406	0.143	1434	tags=22%, list=10%, signal=24%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	141	0.2527491	1.3817958	0.0	0.059408877	0.2	1890	tags=25%, list=14%, signal=28%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	84	0.2715892	1.3686589	0.025	0.06278542	0.218	1769	tags=29%, list=13%, signal=33%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	128	0.24939263	1.3498087	0.0	0.06876802	0.247	1859	tags=26%, list=13%, signal=29%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	54	0.28878456	1.3481009	0.04411765	0.06665422	0.249	1606	tags=24%, list=11%, signal=27%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	153	0.23436753	1.2704755	0.060606062	0.12278412	0.422	2491	tags=29%, list=18%, signal=35%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	0.9136253	1.2279409	0.15042374	0.15683421	0.522	1207	tags=100%, list=9%, signal=109%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	160	0.20335338	1.1511647	0.10526316	0.24224961	0.704	2114	tags=24%, list=15%, signal=28%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	86	0.2283974	1.1432906	0.18446602	0.24469374	0.726	2450	tags=33%, list=18%, signal=39%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	140	0.18119033	1.0026302	0.5	0.5186224	0.933	1552	tags=16%, list=11%, signal=18%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	196	0.16626689	0.97140026	0.5675676	0.58006334	0.962	2231	tags=22%, list=16%, signal=26%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	67	0.19419158	0.9441256	0.62184876	0.6328001	0.972	1221	tags=15%, list=9%, signal=16%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	10	0.31123704	0.8985531	0.6079734	0.71904296	0.985	2211	tags=30%, list=16%, signal=36%	
