NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	158	-0.46210822	-1.9041272	0.0	8.1957324E-4	0.002	4109	tags=54%, list=29%, signal=75%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	29	-0.528622	-1.7027178	0.0024570024	0.008840306	0.043	3123	tags=52%, list=22%, signal=66%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	25	-0.5090657	-1.587144	0.024081115	0.02501314	0.168	2520	tags=36%, list=18%, signal=44%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	51	-0.44322023	-1.5524572	0.011668611	0.02652982	0.226	4091	tags=41%, list=29%, signal=58%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	35	-0.44751623	-1.4993393	0.040993787	0.03859258	0.38	2393	tags=31%, list=17%, signal=38%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	196	-0.33813363	-1.4318388	0.0051493305	0.066731416	0.635	6086	tags=55%, list=44%, signal=96%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	127	-0.33786592	-1.3736827	0.024364406	0.10011965	0.838	2625	tags=28%, list=19%, signal=35%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	193	-0.31400353	-1.3278217	0.021649485	0.13288966	0.943	5783	tags=48%, list=41%, signal=80%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	118	-0.31447616	-1.2801468	0.07978723	0.18027437	0.987	4352	tags=42%, list=31%, signal=61%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	197	-0.27732214	-1.1776128	0.14611399	0.3534175	1.0	6035	tags=49%, list=43%, signal=85%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	107	-0.28345418	-1.1306502	0.24972129	0.43484747	1.0	4534	tags=36%, list=32%, signal=54%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	194	-0.25008908	-1.0616705	0.362423	0.58420414	1.0	6738	tags=54%, list=48%, signal=102%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	136	-0.25848785	-1.0544645	0.37945494	0.5588158	1.0	4878	tags=39%, list=35%, signal=59%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.28151742	-1.0457475	0.4075383	0.541323	1.0	6187	tags=50%, list=44%, signal=89%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	24	-0.31248945	-0.9614045	0.5268676	0.70711756	1.0	4469	tags=46%, list=32%, signal=67%	
CANCER_IMMUNITY_SHARED_TUMOR_SPECIFIC_ANTIGENS	CANCER_IMMUNITY_SHARED_TUMOR_SPECIFIC_ANTIGENS	Details ...	2	-0.58272517	-0.88961333	0.6533575	0.82455784	1.0	3382	tags=50%, list=24%, signal=66%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	29	-0.26685396	-0.8463188	0.69598967	0.8579794	1.0	926	tags=17%, list=7%, signal=18%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	64	-0.21273728	-0.798244	0.80733943	0.8863949	1.0	3829	tags=30%, list=27%, signal=41%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	136	-0.18206671	-0.75088644	0.90658176	0.89731354	1.0	926	tags=10%, list=7%, signal=11%	
