NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	170	0.3865429	2.0070035	0.0	0.0075	0.003	2571	tags=34%, list=18%, signal=41%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	175	0.36575842	1.9592102	0.0	0.0046666665	0.004	2757	tags=35%, list=20%, signal=43%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	158	0.34086493	1.7683847	0.0	0.011608335	0.017	2138	tags=28%, list=15%, signal=33%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	141	0.3203007	1.6440921	0.0	0.020890042	0.041	2780	tags=36%, list=20%, signal=45%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	25	0.45512238	1.6049101	0.028753994	0.026802342	0.065	64	tags=16%, list=0%, signal=16%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	51	0.32955894	1.3823775	0.05882353	0.13119051	0.33	1591	tags=24%, list=11%, signal=26%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	86	0.29427952	1.3799909	0.02183406	0.11440366	0.336	1464	tags=24%, list=10%, signal=27%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	127	0.27288556	1.3707114	0.006289308	0.10574164	0.352	2036	tags=28%, list=15%, signal=32%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	133	0.26597092	1.346254	0.019607844	0.1140369	0.414	2693	tags=33%, list=19%, signal=41%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	160	0.2474192	1.3024837	0.021428572	0.15014277	0.541	2557	tags=28%, list=18%, signal=33%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	140	0.24104528	1.2347105	0.060606062	0.22381616	0.721	1524	tags=21%, list=11%, signal=24%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	0.23530142	1.201858	0.10059172	0.25095618	0.791	1728	tags=23%, list=12%, signal=27%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	133	0.23574989	1.1703478	0.08496732	0.28655064	0.849	2557	tags=27%, list=18%, signal=33%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	86	0.24921645	1.1682732	0.1719457	0.26952666	0.854	2524	tags=27%, list=18%, signal=32%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	136	0.20809019	1.0743163	0.25555557	0.44807458	0.964	1269	tags=15%, list=9%, signal=17%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	158	0.19888711	1.0501777	0.3116883	0.4817199	0.979	1562	tags=16%, list=11%, signal=18%	
CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	Details ...	27	0.28490707	1.0443734	0.38535032	0.46856254	0.981	1646	tags=22%, list=12%, signal=25%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	24	0.29147315	1.0338304	0.375	0.46932942	0.987	353	tags=8%, list=3%, signal=9%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	128	0.19313075	0.96467006	0.57222223	0.62616265	0.998	1646	tags=18%, list=12%, signal=20%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	142	0.18408561	0.9578893	0.54814816	0.61243397	0.998	2005	tags=20%, list=14%, signal=24%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	64	0.19781217	0.893121	0.7214612	0.7423416	1.0	2866	tags=27%, list=21%, signal=33%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	0.62251323	0.828139	0.7645951	0.8347908	1.0	5275	tags=100%, list=38%, signal=161%	
