NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	171	0.6339678	3.459569	0.0	0.0	0.0	2265	tags=56%, list=16%, signal=66%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	86	0.6621987	3.1967003	0.0	0.0	0.0	2265	tags=60%, list=16%, signal=72%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	137	0.5146564	2.6448689	0.0	0.0	0.0	1485	tags=39%, list=11%, signal=43%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	133	0.48496565	2.51012	0.0	0.0	0.0	2237	tags=47%, list=16%, signal=55%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	65	0.48245382	2.235918	0.0	0.0	0.0	2464	tags=48%, list=18%, signal=58%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	141	0.41887277	2.1550028	0.0	9.435898E-4	0.002	2320	tags=38%, list=17%, signal=45%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	90	0.3726154	1.8125939	0.0	0.007379677	0.018	2721	tags=33%, list=19%, signal=41%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	126	0.34066847	1.7747823	0.0	0.007799876	0.022	949	tags=18%, list=7%, signal=19%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	133	0.32129037	1.657939	0.0	0.016057122	0.05	1419	tags=24%, list=10%, signal=27%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	0.31284556	1.6108519	0.0	0.018206816	0.064	1866	tags=27%, list=13%, signal=30%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	166	0.29855195	1.6012393	0.0	0.01846161	0.07	2916	tags=34%, list=21%, signal=43%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	142	0.29510793	1.5581958	0.0	0.025934832	0.105	2309	tags=27%, list=17%, signal=32%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	196	0.27176824	1.5024146	0.0	0.03262286	0.139	2619	tags=29%, list=19%, signal=35%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	84	0.30001965	1.4515042	0.013824885	0.04686024	0.206	1737	tags=26%, list=12%, signal=30%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	177	0.26050013	1.4123787	0.0	0.056919504	0.263	2591	tags=27%, list=19%, signal=32%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	193	0.24668103	1.3444165	0.0	0.0912823	0.406	2547	tags=22%, list=18%, signal=27%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	175	0.24734949	1.3112426	0.03968254	0.115095265	0.502	2122	tags=26%, list=15%, signal=31%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	81	0.27624315	1.2869943	0.050458714	0.13182987	0.568	3374	tags=42%, list=24%, signal=55%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	170	0.2371787	1.2812957	0.035714287	0.12995987	0.579	1594	tags=21%, list=11%, signal=23%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	68	0.26737067	1.2500728	0.094262294	0.1568882	0.675	2013	tags=26%, list=14%, signal=31%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	141	0.24275245	1.2441765	0.078313254	0.15502323	0.692	1866	tags=23%, list=13%, signal=27%	
